nome_societa,email,scheda_tc,stato,data_contatto,note
ASD LEO TEAM,asd.leoteam@gmail.com,,Da contattare,,
CS COLNAGO ASD,asdcolnago@gmail.com,,Da contattare,,
Di.Po. Vimercatese,calcio@polisportivadipo.it,,Da contattare,,
ASDO Villa Raverio,asdovillaraverio@gmail.com,,Da contattare,,
U.S.A. Casati Calcio Arcore,USA.CASATICALCIOARCORE@GMAIL.COM,,Da contattare,,
La Dominante Calcio,calcio@ladominante.it,,Da contattare,,
Asd Altopiano Seveso,asd.altopiano@libero.it,,Da contattare,,
ASD ACADEMY BRIANZA,academybrianza@gmail.com,,Da contattare,,
FC Paderno Dugnano SSD ARL,info@fcpadernodugnano.it,,Da contattare,,
ASD Besana Fortitudo,SEGRETERIA@BESANAFORTITUDO.IT,,Da contattare,,
ASD Polisportiva Ausonia,pol.ausonia@libero.it,,Da contattare,,
AsdC BaSe 96,acbase96@libero.it,,Da contattare,,
A.S.D F.C.D MUGGIO',segreteria@fcdmuggio.it,,Da contattare,,
Asd Njoy Volley,segreteria.njoyvolley@gmail.com,,Da contattare,,
S.S.D. Academy Pro Sesto Arl,settoregiovanile@academyprosesto.it,,Da contattare,,
A.S.D. Sporting T.L.C.,SPORTINGTLC@VIRGILIO.IT,,Da contattare,,
S.C. Domus Bresso,domusbresso.c5@gmail.com,,Da contattare,,
U.S.D. Nuova Frontiera,antonio.perego@libero.it,,Da contattare,,
ASD Polisportiva Cassina Nuova,INFO@POLCASSINANUOVA.IT,,Da contattare,,
A.S.D. Universal Solaro,info@universalcalcio.it,,Da contattare,,
A.S.D. Polisportiva Or.Pa.S.,orpasmilano@gmail.com,,Da contattare,,
A.S.D. La Benvenuta,labenvenuta.47@gmail.com,,Da contattare,,
A.S.D. Calcio Corbetta,calciocorbetta@gmail.com,,Da contattare,,
Barona Sporting 1971 Ssd Arl,segreteria@baronasporting1971.it,,Da contattare,,
Asd Nuova Cormano Calcio,cormanocalcioasd@gmail.com,,Da contattare,,
Pol. Ardor Bollate,info@ardorbollate.it,,Da contattare,,
CB Academy a.r.l SSD,info@cbacademy.it,,Da contattare,,
A.S.D. Ausonia Academy,ausoniasegreteria@GMAIL.COM,,Da contattare,,
S.S.D. Ausonia 1931,ausonia1931@gmail.com,,Da contattare,,
ASD ACADEMY SANGIULIANO CITY,asdcittadisangiuliano@gmail.com,,Da contattare,,
U.S. Virtus Binasco A.S.D.,VIRTUSBINASCO.CALCIO@LIBERO.IT,,Da contattare,,
G.S.D. Virtus Inzago,gsvirtus@libero.it,,Da contattare,,
Centro Giovanile San Vittore Olona A.S.D.,cgsvo1974@libero.it,,Da contattare,,
ASD Carpianese,asdcarpianese@gmail.com,,Da contattare,,
Pol. Lombardia 1 S.R.L.S.D.,segreteria@lombardiauno.it,,Da contattare,,
G.C. Centro Giov.Boffalorese,calcioboffa@gmail.com,,Da contattare,,
C.S. Locate,cs.locate@yahoo.it,,Da contattare,,
Ssd Baggio Secondo,ssdbaggio2@gmail.com,,Da contattare,,
Associazione Sportiva Dilettantistica Virtus Cantalupo,virtuscantalupo@gmail.com,,Da contattare,,
G.S.O. Villa Cortese A.S.D,info@gsovillacortese.net,,Da contattare,,
A.S.D. Legnarello Ssm,legnarellocalcio@gmail.com,,Da contattare,,
A.S.D. Settalese,giovani.settalese@gmail.com,,Da contattare,,
Asd Devils,devilscalcio@gmail.com,,Da contattare,,
S.S.D. Tritium Calcio 1908 A R.L.,amministrazionetritium@gmail.com,,Da contattare,,
Asd Stella Azzurra 56,info@stellaazzurra56.it,,Da contattare,,
G.S.D. Pregnanese,gspregnanese@gmail.com,,Da contattare,,
Accademia Milanese,info@accademiamilanese.it,,Da contattare,,
A.P.D Paullese Calcio,segreteria@paullesecalcio.it,,Da contattare,,
A.S.D. Suprema Odb,SUPREMACALCIO@LIBERO.IT,,Da contattare,,
A.S.D. Oratorio Cerro Maggiore,calcio@oratoricmc.it,,Da contattare,,
A.S.D. Calcio Nerviano 1919,asd.nerviano@gmail.com,,Da contattare,,
G.S. Virtus Cornaredo,calciovirtuscornaredo@gmail.com,,Da contattare,,
A.S.D. Calcio Canegrate,calciocanegrateosl@gmail.com,,Da contattare,,
A.S.D. Virtus Abbiatense e Ozzerese,info@virtusabbiatense.it,,Da contattare,,
U.S. VIGHIGNOLO S.S.D. A R.L.,usvighignolo1967@libero.it,,Da contattare,,
Pol. Solese A.S.D.,giuseppe.ranieri@infinito.it,,Da contattare,,
U.S.D. Viscontini,usviscontini@gmail.com,,Da contattare,,
Asd Vires,ASDVIRES@LIVE.IT,,Da contattare,,
S.S.D. Centro Schiaffino 1988,INFO@CENTROSCHIAFFINO.COM,,Da contattare,,
A.S.D. Accademia Bustese,giovanili@bustesecalcio.it,,Da contattare,,
Pol.D. Baranzatese 1948,info@polbaranzatese.it,,Da contattare,,
A.S.D. Vercellese 1926,sergio.meazzi@gmail.com,,Da contattare,,
Speranza Primule A.S.D.Ps,INFO@GSSPERANZAPRIMULE.IT,,Da contattare,,
U.S. Orione Asd,us.orione@gmail.com,,Da contattare,,
A.S.D. Sporting Abbiategrasso,ASDSPORTINGABBIATEGRASSO@GMAIL.COM,,Da contattare,,
A.S.D. Concordia,asdconcordia1954@gmail.com,,Da contattare,,
ASD SAN CRISOSTOMO,sancri.poli@gmail.com,,Da contattare,,
A.S.D. Polisportiva Argentia,asdargentia@gmail.com,,Da contattare,,
U.S. Villa Cortese A.S.D.,sgsvillacortese@gmail.com,,Da contattare,,
ASD C.S. Romano Banco,info@csromanobanco.it,,Da contattare,,
A.C. Ossona ASD,info@acossona.it,,Da contattare,,
A.S.D. Victor Rho,info@victorcalcio.com,,Da contattare,,
A.S.D. Real Trezzano,segreteria@asdrealtrezzano.it,,Da contattare,,
Sesto 2012 S.S.D A.R.L.,info@ssdsesto2012.com,,Da contattare,,
A.S.D. PONTEVECCHIO,pontevecchioasd@gmail.com,,Da contattare,,
A.S.D. Polisportiva Barbaiana,pol.barbaiana@gmail.com,,Da contattare,,
ASD RIOZZESE,info@riozzese.it,,Da contattare,,
A.S.D. Niguarda Calcio,ASD.NIGUARDACALCIO@ALICE.IT,,Da contattare,,
A.S.D. Freccia Azzurra 1945,FRECCIA1945@GMAIL.COM,,Da contattare,,
A.S.D. Iris 1914,info@iris1914.it,,Da contattare,,
Accademia Sandonatese,attivitadibase@accademiasandonatese.it,,Da contattare,,
Bresso Calcio,segreteria@bressocalcio.it,,Da contattare,,
A.S.D. Sancolombano Calcio,sancolombano.calcio@libero.it,,Da contattare,,
S.G.M. Forza E Coraggio,scforzaecoraggio@gmail.com,,Da contattare,,
A.S.D. J. Cusano 1913,asdjcusano1913@gmail.com,,Da contattare,,
F.C. Monsignor Orsenigo,segreteria@fcmonsorsenigo.it,,Da contattare,,
Fatimatraccia A.S.D.,segreteria@asdfatimatraccia.it,,Da contattare,,
Polisportiva Buccinasco,info@polisportivabuccinasco.it,,Da contattare,,
A.S.D. Zibido San Giacomo,info@asdzibido.it,,Da contattare,,
A.C.D. Fornari Sport,pasqualidaniela52@gmail.com,,Da contattare,,
U.S. Settimo Milanese Calcio,presidente.settimocalcio@gmail.com,,Da contattare,,
S.S.D. Minerva Milano,segreteria.mimi@gmail.com,,Da contattare,,
Gs Arconatese 1926,segreteria@gsarconatese.it,,Da contattare,,
Pol. SS MARTIRI CALCIO,ssmartiricalcio.legnano@gmail.com,,Da contattare,,
US Santo Stefano Ticino,ussantostefanoticino@gmail.com,,Da contattare,,
A.C.D. Terrazzano,acdterrazzano@gmail.com,,Da contattare,,
A.S.D. Cambiaghese,info@asdcambiaghese.com,,Da contattare,,
G.S. Virtus Sedriano Asd,presidente@virtus-sedriano.it,,Da contattare,,
A.S.D. Football Club Parabiago,segreteria@fcparabiago.com,,Da contattare,,
A.S.D. Virtus Acli Trecella,ASDVIRTUSTRECELLA@LIBERO.IT,,Da contattare,,
F.C.D. Rhodense,RHODENSE@RHODENSECALCIO.IT,,Da contattare,,
SSD ARL Real Milano,asdrealmilano@gmail.com,,Da contattare,,
Alcione Milano Società Sportiva A R.L.,segreteriagenerale@alcionemilano1952.it,,Da contattare,,
Calcio San Giorgio A.S.D.,info@calciosangiorgio.it,,Da contattare,,
A.S.D. Cassina Calcio,info@cassinacalcio.it,,Da contattare,,
G.S.D. Afforese,gsd.afforese1973@gmail.com,,Da contattare,,
A.S.D. Polisportiva Oratorio Senago - POS,info.possenago@gmail.com,,Da contattare,,
Usom Calcio A.S.D.,segreteria@usomcalcio.com,,Da contattare,,
GRUPPO SPORTIVO SANT'ILARIO a.s.d.,santilarioasd@gmail.com,,Da contattare,,
T.N.T.-PRATOCENTENARO,segreteria@tntprato.it,,Da contattare,,
U.S. Aldini,amministrazione@aldinibarivira.it,,Da contattare,,
Polisportiva Assisi,segreteria@polisportivassisi.it,,Da contattare,,
F.C.D. Rapid Olimpia,fcdrapidolimpia@gmail.com,,Da contattare,,
A.C. Gonzaga,ac.gonzaga@libero.it,,Da contattare,,
A.S.D. Roverbellese,roverbellese@virgilio.it,,Da contattare,,
a.s.d. F.C.D. Casaloldo,fcdcasaloldo@gmail.com,,Da contattare,,
Suzzara Sport Club Asd,info@suzzaracalcio.it,,Da contattare,,
A.S.D. Calcio Ceresarese,acceresarese@gmail.com,,Da contattare,,
Pol.D Rapid Viadana,polrapidviadana@gmail.com,,Da contattare,,
A.C. Asola A.S.D.,ACASOLANA@GMAIL.COM,,Da contattare,,
Rapid United A.S.D.,rapidunited@virgilio.it,,Da contattare,,
A.C. Dinamo Gonzaga,DINAMOGONZAGA@GMAIL.COM,,Da contattare,,
A.S.D. Guidizzolo,ASDGUIDIZZOLOCALCIO@GMAIL.COM,,Da contattare,,
Mantova,settoregiovanile@mantova1911.club,,Da contattare,,
F.C. CASTIGLIONE S.S.D. A R.L.,segreteria@fccastiglione.com,,Da contattare,,
Asd Porto 2005,INFO@ASDPORTO2005.IT,,Da contattare,,
Fcd Polirone 2019,fcdpolirone2019@gmail.com,,Da contattare,,
A.S.D. Ostiglia 1908,asd.ostiglia1908@gmail.com,,Da contattare,,
A.S.D. Serenissima 1918,asdserenissima1918@gmail.com,,Da contattare,,
F.C. Sporting Castellana S.S.D. a R.L.,segreteria@sportingcastellana.it,,Da contattare,,
U.S. Mantovana Junior,segreteria@usmantovanajunior.it,,Da contattare,,
Us. Cannetese,uscannetese@gmail.com,,Da contattare,,
Polisportiva Bagnolese ASD,polbagnolese@gmail.com,,Da contattare,,
ASD RIVER FOOTBALL CLUB,RIVERFC@LIBERO.IT,,Da contattare,,
Femminile Mantova Calcio,femminilemantovacalcio@gmail.com,,Da contattare,,
C.P.C. San Lazzaro,info@cpcsanlazzaro.it,,Da contattare,,
U.S. Mantovana junior 1946,segreteria@usmantovanajunior.it,,Da contattare,,
Suzzara Sport Club 1919 asd,info@suzzaracalcio.com,,Da contattare,,
ASD REAL SORDI MANTOVA,asdrealsordimantova@gmail.com,,Da contattare,,
La Piccola Atene,lapiccolaatene@gmail.com,,Da contattare,,
Asd Poggese 1915,acdpoggese@gmail.com,,Da contattare,,
U.S. Formigosa ASD,usformigosa@gmail.com,,Da contattare,,
A.S.D. Giussago Calcio 1973,asgiussagocalcio@gmail.com,,Da contattare,,
U.S.D. Gravellonese,u.s.gravellonese@gmail.com,,Da contattare,,
A.S.D. Bereguardo,asdbereguardo@libero.it,,Da contattare,,
G.S. San Martino A.S.D.,SEGRETERIA@GSSMART.ORG,,Da contattare,,
A.C. Pavia 1911 S.S.D. A R.L.,mirko.sturini@acpavia1911.it,,Da contattare,,
G.S.D. VIRTUS LOMELLINA,gsdvirtuslomellina@gmail.com,,Da contattare,,
U.S. Rivanazzanese,usrivanazzanese@virgilio.it,,Da contattare,,
PSA BRESSANA 1918,asds.alessandro@gmail.com,,Da contattare,,
A.S.D. Union Calcio Basso Pavese,unioncalciobassopavese@gmail.com,,Da contattare,,
A.S.D. Lomellina Calcio,info.lomellinacalcio@gmail.com,,Da contattare,,
Pol.D. Unione Sportiva Cassolese,segreteria.uscassolese@gmail.com,,Da contattare,,
A.S.D. Arnaboldi,us.arnaboldi78@gmail.com,,Da contattare,,
U.S.D. Folgore,usfolgore@libero.it,,Da contattare,,
U.S.D. Oratorio Don Bosco 1991,usdoratoriodonbosco@outlook.it,,Da contattare,,
A.S.D. Vigevano Calcio 1921,info@vigevanocalcio1921.club,,Da contattare,,
A.S.D. Pavia Calcio A 5,info@paviacalcioa5.it,,Da contattare,,
A.S.D. Avc Vogherese 1919,avcvogherese@gmail.com,,Da contattare,,
A.S.D. Vellezzo Bellini Calcio,INFO@USVELLEZZOBELLINI.IT,,Da contattare,,
A.C. PAVIA 1911,MIRKO.STURINI@ACPAVIA1911.IT,,Da contattare,,
ASD SC ACADEMY PIEVESE,segreteria@sc-academy24.it,,Da contattare,,
USC PINAROLESE BRESSANA,USCPINAROLESE@GMAIL.COM,,Da contattare,,
ASD MIRABELLO 1957,segreteria@mirabello1957.it,,Da contattare,,
ACD GAMBOLO',SEGRETERIA@ACDGAMBOLO.IT,,Da contattare,,
Us Castelnovetto,u.s.castelnovetto1971@gmail.com,,Da contattare,,
OSF Siziano,siziano.oratorio.calcio@gmail.com,,Da contattare,,
AC Pro Verrua ASD,acproverrua@gmail.com,,Da contattare,,
P.G.S. San Rocco Asd APS,pgs.sanrocco@hotmail.com,,Da contattare,,
Polisportiva Villa,polisportivavilla.calcio@gmail.com,,Da contattare,,
Pol. Valmalenco,CALCIO@POLVALMALENCO.IT,,Da contattare,,
U.S. Cosio Valtellino A.S.D.,andre.spandrio@gmail.com,,Da contattare,,
U.S. BORMIESE CALCIO A.S.D.,calcio@usbormiese.com,,Da contattare,,
U.S.D. Pontese,usdpontesecalcio@gmail.com,,Da contattare,,
A.S. Sondalo,MAIL@ASSONDALO.IT,,Da contattare,,
Ssdarl Olympic Morbegno,info@olympicmorbegno.it,,Da contattare,,
A.S.D. US Ardenno Buglio,info@usardennobuglio.it,,Da contattare,,
SPORTING CLUB SONDALO,sssondalo2023@gmail.com,,Da contattare,,
ASDC Valchiavenna,asdcvalchiavenna@gmail.com,,Da contattare,,
A.S.D. U.S. GROSIO,usgrosio.rupemagna@gmail.com,,Da contattare,,
Buglio Express,asdbuglio@gmail.com,,Da contattare,,
U.S. Borsanese A.S.D.,BORSANESECALCIO@LIBERO.IT,,Da contattare,,
Asd Union Tre Valli Calcio,trevallicalcio@libero.it,,Da contattare,,
Polisportiva Airoldi,airoldicalcio@gmail.com,,Da contattare,,
A.S.D. Pro Juventute,asdprojuventute@tiscali.it,,Da contattare,,
ASD BODIO ACADEMY,MASSIMO1.MIGLIOLI@POSTEITALIANE.IT,,Da contattare,,
F.C. Cuassese,fccuassese1965@gmail.com,,Da contattare,,
A.S.D. Sommese 1920,sommese1920@hotmail.com,,Da contattare,,
A. S. D. Virtus Bisuschio,asdvirtusbisuschio@gmail.com,,Da contattare,,
A.C. Coarezza,ACCOAREZZA@GMAIL.COM,,Da contattare,,
ACADEMY OCT,ceresiumbisustum@gmail.com,,Da contattare,,
F.C. LAVENO MOMBELLO A.S.D.,segreteria@fclavenomombello.org,,Da contattare,,
Pol.D. Vergherese,INFO@VERGHERESE.COM,,Da contattare,,
U.P. Gavirate Calcio,segreteria@gaviratecalcio.it,,Da contattare,,
U.S. Sestese Calcio,US.SESTESECALCIO@VIRGILIO.IT,,Da contattare,,
A.S.D. Cistellum Academy,cistellum2016@gmail.com,,Da contattare,,
GRUPPO SPORTIVO ROBUR 1919 ASD,gsrobur1919@gmail.com,,Da contattare,,
Asd Polisportiva Rovatese,segreteria@polisportivarovatese.it,,Da contattare,,
ASD Leggiuno,csi.leggiuno@gmail.com,,Da contattare,,
ASD OSGB Caronno Pertusella - APS,osgb.tesoreria@gmail.com,,Da contattare,,
TEN,tutoring@ten10training.org,,Da contattare,,
Salus GERENZANO ASD,segreteria@salusgerenzano.it,,Da contattare,,
asd città di samarate,samaratesgs@libero.it,,Da contattare,,
ASD DON BOSCO CALCIO 1980,BODIOCALCIO1980@GMAIL.COM,,Da contattare,,
ASD GALLARATE CALCIO,segreteria@gallaratecalcio.it,,Da contattare,,
US Sestese Calcio SSD a R.L.,info@ussestesecalcio.com,,Da contattare,,
PGS San Carlo Associazione Sportiva Dilettantistica,info@sancarlo.va.it,,Da contattare,,
A.P.D. AURORA INDUNO,aurora.induno1953@gmail.com,,Da contattare,,
ASD Gazzada Schianno,asd.gazzadaschianno@gmail.com,,Da contattare,,
A.C. Vergiatese SSDRL,vergiatesecalcio@libero.it,,Da contattare,,
ASD VALCERESIO A AUDAX,ASDVALCERESIO@GMAIL.COM,,Da contattare,,
ASD CAG S.M.KOLBE,asd.cagkolbe@gmail.com,,Da contattare,,
Seven Souls,csisevensouls@outlook.it,,Da contattare,,
A.s.d.o. Olimpia Samarate,olimpiasamarate@gmail.com,,Da contattare,,
Polisportiva Dilettantistica Oratorio San Vittore Varese,osvi.polisportiva.varese@gmail.com,,Da contattare,,
Polisportiva Airoldi Origgio APS - ASD,info@polisportivaairoldi.eu,,Da contattare,,
C.S Mezzenile,segreteriacsmezzenile@gmail.com,,Da contattare,,
UC ARDOR ASD,amministrazione@ardorbusto.it,,Da contattare,,
FC ACADEMY,fcacademy1322@gmail.com,,Da contattare,,
U.S.D. CASTELLANZESE 1921,segreteria@castellanzese.com,,Da contattare,,
ASD Valle Olona,info@asdvalleolona.it,,Da contattare,,
ASD Grantola,info@asdgrantola.it,,Da contattare,,
